source_id,source_commit,source_path,qualified_symbol,line,source_file_sha256,decorators,proposed_phase,native_mapping_status,production_call_path_status,speed_gate_status,memory_gate_status
backend/agent/series_summary.py::series_summary,9b99048d188017816358f581a86b27df1c388161,backend/agent/series_summary.py,series_summary,30,f7cdb54b59d271843f2d45fa1add29033698a55dd39f20dd7c61964f9a827e8a,"njit(SUMMARY_SIGNATURE, cache=True, nogil=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::robust_standardize_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,robust_standardize_kernel,42,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::winsorize_returns_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,winsorize_returns_kernel,87,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(types.Tuple((_F2, _I1, _F1))(_F2, float64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::correlation_matrix_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,correlation_matrix_kernel,146,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::corr_to_distance_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,corr_to_distance_kernel,184,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::euclidean_distance_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,euclidean_distance_kernel,204,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::pca_features_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,pca_features_kernel,220,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::correlation_eigenvalues_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,correlation_eigenvalues_kernel,261,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F1(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::agglomerative_linkage_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,agglomerative_linkage_kernel,282,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::cut_linkage_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,cut_linkage_kernel,364,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_I1(_F2, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::kmeans_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,kmeans_kernel,415,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_I1(_F2, int64, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::kmedoids_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,kmedoids_kernel,509,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(types.Tuple((_I1, _I1))(_F2, int64, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::denoise_correlation_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,denoise_correlation_kernel,581,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::spectral_labels_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,spectral_labels_kernel,649,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_I1(_F2, int64, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::gmm_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,gmm_kernel,730,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(types.Tuple((_I1, _F2))(_F2, int64, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::affinity_from_distance_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,affinity_from_distance_kernel,879,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2, _I1, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::mean_offdiagonal_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,mean_offdiagonal_kernel,925,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(float64(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::capacity_assign_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,capacity_assign_kernel,943,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_I1(_F2, _I1, int64, int64, int64, float64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::silhouette_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,silhouette_kernel,1033,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(types.Tuple((float64, _F1))(_F2, _I1, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::intra_class_mean_corr_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,intra_class_mean_corr_kernel,1089,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F1(_F2, _I1, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::cross_class_corr_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,cross_class_corr_kernel,1113,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F2(_F2, _I1, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::intra_class_weights_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,intra_class_weights_kernel,1140,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_F1(_F2, _I1, _F2, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::apply_weight_caps_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,apply_weight_caps_kernel,1203,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(types.Tuple((_F1, _F1))(_F1, _F1, _I1, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::allocate_block_clusters_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,allocate_block_clusters_kernel,1313,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_I1(_I1, int64, int64), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/auto_class_numba.py::finite_rows_kernel,9b99048d188017816358f581a86b27df1c388161,backend/auto_class_numba.py,finite_rows_kernel,1375,c22329bce7b7d466211154ec827cb6e68f032f9315a595de244e26389557a5eb,"njit(_U1(_F2), cache=False, nogil=True)",M5,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/backtest_numba.py::uniform_weights_kernel,9b99048d188017816358f581a86b27df1c388161,backend/backtest_numba.py,uniform_weights_kernel,30,97629774a6c5c4e0814c6eaebc885ed66eda56d0fc911ebdfb33126b7c858481,"njit(float64[:](int64), cache=False)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/backtest_numba.py::cumulative_returns_kernel,9b99048d188017816358f581a86b27df1c388161,backend/backtest_numba.py,cumulative_returns_kernel,41,97629774a6c5c4e0814c6eaebc885ed66eda56d0fc911ebdfb33126b7c858481,"njit(float64[:](float64[:, ::1]), cache=False)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/backtest_numba.py::annual_metrics_kernel,9b99048d188017816358f581a86b27df1c388161,backend/backtest_numba.py,annual_metrics_kernel,61,97629774a6c5c4e0814c6eaebc885ed66eda56d0fc911ebdfb33126b7c858481,"njit(_ANNUAL_RESULT(float64[:, ::1], int64[::1], float64), cache=False)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/backtest_numba.py::portfolio_segment_path_kernel,9b99048d188017816358f581a86b27df1c388161,backend/backtest_numba.py,portfolio_segment_path_kernel,176,97629774a6c5c4e0814c6eaebc885ed66eda56d0fc911ebdfb33126b7c858481,"njit(_PATH_RESULT(float64[:, ::1], float64[::1], int64, int64, float64, float64), cache=False)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/backtest_numba.py::portfolio_metrics_kernel,9b99048d188017816358f581a86b27df1c388161,backend/backtest_numba.py,portfolio_metrics_kernel,225,97629774a6c5c4e0814c6eaebc885ed66eda56d0fc911ebdfb33126b7c858481,"njit(float64[:](float64[::1], float64), cache=False)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/business_numeric_numba.py::grouped_numeric_controls_kernel,9b99048d188017816358f581a86b27df1c388161,backend/business_numeric_numba.py,grouped_numeric_controls_kernel,62,160c384eeb326865a22e148b90e68bee443676236619a2a6da42554258cac3d9,"njit(_GROUPED_RESULT(_F8_1D, _I8_1D, _F8_1D, _F8_1D), cache=False, nogil=True)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/business_numeric_numba.py::trade_allocation_summary_kernel,9b99048d188017816358f581a86b27df1c388161,backend/business_numeric_numba.py,trade_allocation_summary_kernel,112,160c384eeb326865a22e148b90e68bee443676236619a2a6da42554258cac3d9,"njit(_ALLOCATION_RESULT(types.float64, types.float64, _F8_1D, types.float64), cache=False, nogil=True)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/business_numeric_numba.py::ledger_summary_kernel,9b99048d188017816358f581a86b27df1c388161,backend/business_numeric_numba.py,ledger_summary_kernel,158,160c384eeb326865a22e148b90e68bee443676236619a2a6da42554258cac3d9,"njit(_LEDGER_RESULT(_F8_1D, _F8_1D, _I8_1D, _I8_1D, types.int64, _U1_1D, types.float64, types.float64, types.float64), cache=False, nogil=True)",M8,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::_mean,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,_mean,60,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit(cache=True, nogil=True, inline='always')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::_sample_std,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,_sample_std,68,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit(cache=True, nogil=True, inline='always')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::_quantile_sorted,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,_quantile_sorted,80,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit(cache=True, nogil=True, inline='always')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::_linear_fit,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,_linear_fit,94,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit(cache=True, nogil=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::_compute_metric,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,_compute_metric,120,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit(cache=True, nogil=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::_compute_product,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,_compute_product,368,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit(cache=True, nogil=True, inline='always')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::compute_builtin_batch_serial,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,compute_builtin_batch_serial,434,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit([_BATCH_SIGNATURE, _READONLY_BATCH_SIGNATURE], cache=True, nogil=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/builtin_batch_kernel.py::compute_builtin_batch_parallel,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/builtin_batch_kernel.py,compute_builtin_batch_parallel,466,7e48a8df368123f740de1f0992f68925c8b185715742d2218f78fbc352d6b386,"njit([_BATCH_SIGNATURE, _READONLY_BATCH_SIGNATURE], cache=True, nogil=True, parallel=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/drawdown_interval.py::last_drawdown_interval_kernel,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/drawdown_interval.py,last_drawdown_interval_kernel,22,3f59b9bc6551d3d049bc3a5d2e9f65196fac2ad5ec1a3d2030bbb5bb4f2bb898,"numba.njit(_INTERVAL(_F1), nogil=True, cache=False)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/drawdown_interval.py::interval_start_kernel,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/drawdown_interval.py,interval_start_kernel,46,3f59b9bc6551d3d049bc3a5d2e9f65196fac2ad5ec1a3d2030bbb5bb4f2bb898,"numba.njit(types.float64(_INTERVAL), nogil=True, cache=False)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/drawdown_interval.py::interval_trough_kernel,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/drawdown_interval.py,interval_trough_kernel,51,3f59b9bc6551d3d049bc3a5d2e9f65196fac2ad5ec1a3d2030bbb5bb4f2bb898,"numba.njit(types.float64(_INTERVAL), nogil=True, cache=False)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/drawdown_interval.py::interval_recovery_kernel,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/drawdown_interval.py,interval_recovery_kernel,56,3f59b9bc6551d3d049bc3a5d2e9f65196fac2ad5ec1a3d2030bbb5bb4f2bb898,"numba.njit(types.float64(_INTERVAL), nogil=True, cache=False)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/drawdown_interval.py::days_between_kernel,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/drawdown_interval.py,days_between_kernel,61,3f59b9bc6551d3d049bc3a5d2e9f65196fac2ad5ec1a3d2030bbb5bb4f2bb898,"numba.njit(types.float64(types.float64, types.float64), nogil=True, cache=False)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::add,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,add,12,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::subtract,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,subtract,20,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::multiply,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,multiply,28,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::divide,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,divide,36,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::negate,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,negate,46,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::absolute,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,absolute,54,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::power,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,power,62,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::maximum,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,maximum,70,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::minimum,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,minimum,78,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64, float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::clip,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,clip,86,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64, float64, float64)', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::reciprocal,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,reciprocal,100,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"vectorize(['float64(float64)'], nopython=True, target='cpu')",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_sum,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_sum,110,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_cumsum,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_cumsum,121,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_prod,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_prod,135,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_cumprod,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_cumprod,146,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_mean,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_mean,160,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_mean_variance_std,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_mean_variance_std,171,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('UniTuple(float64, 3)(float64[:], int64)', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_variance,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_variance,201,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:], int64)', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_std,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_std,212,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:], int64)', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_min,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_min,223,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_max,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_max,238,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_add,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_add,253,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:], float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_subtract,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_subtract,267,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:], float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_multiply,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_multiply,281,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:], float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_divide,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_divide,295,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:], float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::cumulative_simple_returns,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,cumulative_simple_returns,312,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:])', nogil=True, fastmath=True, cache=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_geometric_mean,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_geometric_mean,326,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::cumulative_net_value,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,cumulative_net_value,342,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64, float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_compound_annual_growth_rate,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_compound_annual_growth_rate,357,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64(float64[:], float64)', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
backend/cal_indicators/numba_finance_math.py::sequence_drawdown,9b99048d188017816358f581a86b27df1c388161,backend/cal_indicators/numba_finance_math.py,sequence_drawdown,375,220c72e9fd1aa482cedd610567339c5a6cf2a01aa9a09bb0f8eb8b80ab657804,"njit('float64[:](float64[:])', nogil=True, fastmath=True)",M2,pending_assessment,pending_trace,pending_baseline,pending_baseline
